0,75,-65,24.441,14.069,6.433,14.069,8.7645,4.0384,6.433,4.0384,2.4615,71.822,137.21,-60.515
0.01,75,-65,24.441,14.069,6.433,14.069,8.7645,4.0384,6.433,4.0384,2.4615,71.822,137.21,-60.515
0.02,75,-65,24.441,14.069,6.433,14.069,8.7645,4.0384,6.433,4.0384,2.4615,80.06,138.75,-56.887
0.03,75,-65,24.259,13.949,6.4044,13.949,8.7074,4.0099,6.4044,4.0099,2.4615,104.68,144.11,-46.277
0.04,75,-65,23.887,13.705,6.3458,13.705,8.5905,3.9514,6.3458,3.9514,2.4615,143.47,153.07,-30.041
0.05,31.209,-62.68,23.321,13.333,6.2567,13.333,8.4129,3.8626,6.2567,3.8626,2.4615,191.93,121.44,-8.2922
0.06,31.333,-43.439,22.572,12.84,6.1376,12.84,8.1761,3.7442,6.1376,3.7442,2.4615,229.06,134.16,24.109
0.07,42.654,-10.718,21.71,12.267,5.9951,12.267,7.8923,3.6023,5.9951,3.6023,2.4615,260.95,157.91,67.52
0.08,39.173,-5.861,20.766,11.635,5.8348,11.635,7.5722,3.4423,5.8348,3.4423,2.4615,286.63,165.85,80.524
0.09,44.475,-6.6249,19.763,10.964,5.6646,10.964,7.2325,3.2724,5.6646,3.2724,2.4615,310.46,182.76,86.934
0.1,38.445,-1.6536,18.718,10.264,5.4873,10.264,6.8787,3.0955,5.4873,3.0955,2.4615,337.39,189.61,100.16
0.11,23.784,2.6792,17.635,9.5401,5.3037,9.5401,6.5127,2.9125,5.3037,2.9125,2.4615,362.62,187.85,111.98
0.12,41.159,13.468,16.531,8.8011,5.1165,8.8011,6.1394,2.7259,5.1165,2.7259,2.4615,384.49,217.52,128.97
0.13,-32.032,11.846,15.423,8.059,4.9277,8.059,5.7632,2.5378,4.9277,2.5378,2.4615,409.79,157.24,135.19
0.14,-97.61,29.972,14.313,7.3175,4.7403,7.3175,5.3904,2.3513,4.7403,2.3513,2.4615,419.59,100.3,155.45
0.15,-122.75,102.05,13.242,6.5975,4.5549,6.5975,5.0206,2.1665,4.5549,2.1665,2.4615,410.11,75.988,223.27
0.16,-174.52,-8.6269,12.248,5.9204,4.3755,5.9204,4.6609,1.9866,4.3755,1.9866,2.4615,375.62,14.213,99.914
0.17,-175,62.14,11.359,5.3161,4.2159,5.3161,4.3415,1.8269,4.2159,1.8269,2.4615,363.02,7.6488,167.62
0.18,-175,58.022,10.546,4.7444,4.0528,4.7444,4.0107,1.6615,4.0528,1.6615,2.4615,330.64,-7.8846,153.07
0.19,-175,59.287,9.8264,4.2291,3.8995,4.2291,3.6998,1.5061,3.8995,1.5061,2.4615,299.07,-25.591,144.69
0.2,-175,74.796,9.1893,3.7643,3.7543,3.7643,3.4072,1.3597,3.7543,1.3597,2.4615,266.29,-45.528,150.44
0.21,-175,121.09,8.6281,3.3469,3.6162,3.3469,3.1337,1.223,3.6162,1.223,2.4615,230.14,-66.792,185.52
0.22,-175,123.4,8.1415,2.9795,3.4867,2.9795,2.8855,1.0989,3.4867,1.0989,2.4615,188.97,-86.656,173.27
0.23,-175,124.28,7.7384,2.6735,3.3731,2.6735,2.6767,0.9945,3.3731,0.9945,2.4615,150.83,-104.63,161.01
0.24,-175,125,7.4135,2.4247,3.2737,2.4247,2.5039,0.90812,3.2737,0.90812,2.4615,116.54,-120.23,150.26
0.25,-175,121.48,7.1623,2.229,3.1867,2.229,2.3637,0.83801,3.1867,0.83801,2.4615,86.918,-133.1,137.12
0.26,-175,125,6.9818,2.0832,3.1104,2.0832,2.2526,0.78247,3.1104,0.78247,2.4615,62.938,-143.26,133.22
0.27,-175,125,6.8685,1.9836,3.0425,1.9836,2.1666,0.73947,3.0425,0.73947,2.4615,45.27,-150.38,127.76
0.28,-175,125,6.8227,1.9292,2.9816,1.9292,2.1036,0.70798,2.9816,0.70798,2.4615,34.759,-154.8,124.51
0.29,-175,117.3,6.8445,1.9188,2.9262,1.9188,2.0611,0.6867,2.9262,0.6867,2.4615,31.859,-156.85,115.8
0.3,-171.78,125,6.9355,1.9521,2.8743,1.9521,2.0368,0.67454,2.8743,0.67454,2.4615,35.985,-154.3,124.91
0.31,-110.6,125,7.0957,2.0277,2.8227,2.0277,2.0277,0.66999,2.8227,0.66999,2.4615,48.441,-91.7,128.38
0.32,-110.69,125,7.33,2.148,2.7707,2.148,2.0339,0.67313,2.7707,0.67313,2.4615,66.215,-87.741,131.7
0.33,28.718,125,7.6268,2.3072,2.7224,2.3072,2.0557,0.684,2.7224,0.684,2.4615,87.02,55.73,136.5
0.34,30.127,123.9,7.9892,2.5068,2.6765,2.5068,2.0924,0.70236,2.6765,0.70236,2.4615,98.457,62.992,133.69
0.35,37.759,125,8.3821,2.7303,2.6493,2.7303,2.1465,0.72939,2.6493,0.72939,2.4615,104.62,74.504,133.11
0.36,44.141,115.96,8.8043,2.9773,2.6428,2.9773,2.2182,0.76527,2.6428,0.76527,2.4615,105.34,83.059,122.1
0.37,40.65,91.851,9.2538,3.2475,2.6602,3.2475,2.3092,0.81077,2.6602,0.81077,2.4615,100.41,79.68,95.909
0.38,45.752,45.567,9.7256,3.5388,2.7027,3.5388,2.4199,0.86613,2.7027,0.86613,2.4615,92.489,83.245,48.164
0.39,41.075,-41.148,10.213,3.8468,2.7672,3.8468,2.5485,0.93039,2.7672,0.93039,2.4615,82.994,76.059,-39.746
0.4,34.718,-65,10.699,4.1601,2.847,4.1601,2.6887,1.0005,2.847,1.0005,2.4615,78.421,68.521,-63.67
0.41,37.021,-65,11.157,4.4572,2.9257,4.4572,2.8259,1.0691,2.9257,1.0691,2.4615,77.763,70.772,-63.002
0.42,35.991,-65,11.577,4.7314,2.9972,4.7314,2.954,1.1332,2.9972,1.1332,2.4615,78.463,70.08,-62.181
0.43,34.219,-65,11.957,4.98,3.0612,4.98,3.0713,1.1918,3.0612,1.1918,2.4615,80.907,69.14,-60.975
0.44,31.695,-65,12.295,5.2017,3.117,5.2017,3.1764,1.2444,3.117,1.2444,2.4615,84.986,67.896,-59.317
0.45,28.404,-65,12.591,5.3955,3.1637,5.3955,3.268,1.2902,3.1637,1.2902,2.4615,90.512,66.244,-57.167
0.46,24.327,-65,12.845,5.561,3.2005,5.561,3.3451,1.3287,3.2005,1.3287,2.4615,97.203,64.023,-54.512
0.47,19.442,-65,13.057,5.6982,3.2265,5.6982,3.4071,1.3597,3.2265,1.3597,2.4615,104.67,61.021,-51.366
0.48,13.725,-65,13.23,5.8079,3.2407,5.8079,3.4534,1.3828,3.2407,1.3828,2.4615,112.42,56.968,-47.762
0.49,75,-27.732,13.367,5.8913,3.2421,5.8913,3.4838,1.3981,3.2421,1.3981,2.4615,119.84,119.38,-6.4714
0.5,-12,3,13.47,5.9502,3.2295,5.9502,3.4985,1.4054,3.2295,1.4054,2.4615,131.61,36.519,27.172
