0,1.2513,-2.0629,0.38687,0.22269,0.10183,0.22269,0.13873,0.063923,0.10183,0.063923,0.038963,2.276,3.2226,-1.9208
0.01,1.2513,-2.0629,0.38687,0.22269,0.10183,0.22269,0.13873,0.063923,0.10183,0.063923,0.038963,2.276,3.2226,-1.9208
0.02,-3.7323,-4.8,0.38687,0.22269,0.10183,0.22269,0.13873,0.063923,0.10183,0.063923,0.038963,2.6021,-1.692,-4.5186
0.03,3.885,4.8,0.38241,0.21967,0.10104,0.21967,0.13716,0.063137,0.10104,0.063137,0.038963,2.4738,5.6867,5.144
0.04,-4.6637,-4.8,0.37684,0.21519,0.099298,0.21519,0.13377,0.061441,0.099298,0.061441,0.038963,3.0433,-2.4796,-4.4147
0.05,4.8,4.8,0.37,0.21059,0.098115,0.21059,0.13139,0.060252,0.098115,0.060252,0.038963,2.5609,6.6094,5.1478
0.06,-4.6963,-4.3056,0.36315,0.2051,0.095909,0.2051,0.12727,0.058193,0.095909,0.058193,0.038963,3.5991,-2.2999,-3.7773
0.07,4.8,4.8,0.35418,0.19904,0.094356,0.19904,0.12413,0.05662,0.094356,0.05662,0.038963,2.9411,6.7977,5.211
0.08,-4.8,-4.1986,0.34561,0.19238,0.09175,0.19238,0.11936,0.054238,0.09175,0.054238,0.038963,4.1418,-2.1658,-3.5445
0.09,4.7016,4.8,0.33509,0.18531,0.089983,0.18531,0.11574,0.052428,0.089983,0.052428,0.038963,3.3823,6.9241,5.289
0.1,-4.8,-4.0382,0.3251,0.17767,0.087066,0.17767,0.11047,0.049791,0.087066,0.049791,0.038963,4.6846,-1.9141,-3.2721
0.11,4.459,4.8,0.31343,0.16986,0.085157,0.16986,0.10651,0.047815,0.085157,0.047815,0.038963,3.8852,6.9352,5.3784
0.12,-4.8,-3.8137,0.30232,0.1615,0.082031,0.1615,0.10091,0.045011,0.082031,0.045011,0.038963,5.2119,-1.6681,-2.9549
0.13,4.1809,4.8,0.28992,0.15323,0.080044,0.15323,0.096765,0.04294,0.080044,0.04294,0.038963,4.3901,6.9003,5.4633
0.14,-4.8,-3.5048,0.27813,0.14446,0.076814,0.14446,0.091019,0.040067,0.076814,0.040067,0.038963,5.7074,-1.4496,-2.5735
0.15,3.4763,4.8,0.26542,0.13602,0.074813,0.13602,0.086828,0.037972,0.074813,0.037972,0.038963,4.8729,6.4046,5.5398
0.16,-4.8,-3.0767,0.25339,0.12716,0.071584,0.12716,0.081148,0.035131,0.071584,0.035131,0.038963,6.0248,-1.3228,-2.1403
0.17,-4.8,1.3044,0.24101,0.11892,0.069605,0.11892,0.077047,0.033081,0.069605,0.033081,0.038963,5.1454,-1.8016,2.0695
0.18,-4.8,1.3457,0.22937,0.11039,0.066454,0.11039,0.071632,0.030373,0.066454,0.030373,0.038963,3.6193,-2.6471,1.7688
0.19,-4.8,1.3345,0.22006,0.10314,0.063055,0.10314,0.066434,0.027775,0.063055,0.027775,0.038963,2.032,-3.6188,1.5221
0.2,-4.8,1.26,0.21284,0.097058,0.059289,0.097058,0.061496,0.025305,0.059289,0.025305,0.038963,0.38202,-4.6807,1.3573
0.21,-4.8,4.8,0.20755,0.092105,0.054986,0.092105,0.056875,0.022995,0.054986,0.022995,0.038963,-1.2812,-5.7838,5.0352
0.22,-4.8,4.8,0.20408,0.08825,0.049924,0.08825,0.052643,0.020879,0.049924,0.020879,0.038963,-1.5891,-6.1,5.3893
0.23,-4.8,4.8,0.20386,0.086654,0.044691,0.086654,0.049668,0.019391,0.044691,0.019391,0.038963,-1.051,-6.2211,6.2966
0.24,-4.8,4.8,0.20679,0.087211,0.039028,0.087211,0.047852,0.018483,0.039028,0.018483,0.038963,0.80507,-5.9909,8.1238
0.25,-4.8,4.8,0.21266,0.089833,0.03266,0.089833,0.04723,0.018173,0.03266,0.018173,0.038963,5.098,-4.8774,11.807
0.26,-0.34481,4.8,0.2208,0.094335,0.02532,0.094335,0.048085,0.0186,0.02532,0.0186,0.038963,14.977,3.6586,20.162
0.27,-4.8,-4.8,0.22891,0.099999,0.016892,0.099999,0.051309,0.020212,0.016892,0.020212,0.038963,32.267,11.82,24.083
0.28,-4.8,-4.8,0.23019,0.10445,0.0096511,0.10445,0.058927,0.024021,0.0096511,0.024021,0.038963,84.541,72.451,79.375
0.29,-4.8,-4.8,0.1974,0.097123,0.0051714,0.097123,0.077069,0.033092,0.0051714,0.033092,0.038963,132.68,234.12,149.46
0.3,4.8,4.8,0.11406,0.075853,0.017941,0.075853,0.11786,0.053488,0.017941,0.053488,0.038963,-26.368,-13.603,4.8573
0.31,1.8251,-4.8,0.13214,0.090655,0.027165,0.090655,0.12939,0.059251,0.027165,0.059251,0.038963,-32.883,-17.801,-5.3756
0.32,4.8,2.7505,0.15136,0.10638,0.03891,0.10638,0.14162,0.065367,0.03891,0.065367,0.038963,-26.438,-7.5502,2.0882
0.33,4.8,-4.8,0.17134,0.12034,0.049999,0.12034,0.14956,0.069337,0.049999,0.069337,0.038963,-27.283,-3.0229,-5.0186
0.34,-4.6562,-4.6992,0.19163,0.13259,0.061466,0.13259,0.15377,0.071444,0.061466,0.071444,0.038963,-10.451,-3.1271,-3.78
0.35,4.8,-4.7999,0.21598,0.14461,0.070766,0.14461,0.15347,0.071291,0.070766,0.071291,0.038963,-3.6582,10.121,-3.1248
